source_id,label,color_slope_early,color_slope_late,color_asymmetry,color_range,color_flux_corr,color_flux_corr_pval,dust_lag_proxy,is_turnon_color_signal,is_turnoff_color_signal,n_epochs
5BZB J1810+1608,blazar,-0.04110777981655957,0.011080070061154005,-3.7100649715817893,0.8670006000000008,0.0741668912468608,0.27559524973948596,0.30005713435482567,0,0,218
5BZQ J2138-2439,blazar,0.0893554483215028,0.07969911206195689,1.1211598976415098,1.3930005999999988,-0.41836019018550763,2.4828735600570816e-08,2.1494098289556445,0,0,164
5BZQ J0625-5438,blazar,-0.19344792617594603,-0.36030948287790526,0.5368937964963246,1.5279998999999993,0.08343537751048273,0.4828081122623834,6.018349952132651,0,0,73
5BZQ J0736+2604,blazar,0.0253806911447877,0.13273656514930976,0.1912109983879576,1.2889994999999992,-0.5615013371748032,6.305140481630407e-20,-2.026292602275702,0,0,223
5BZB J0803+4816,blazar,0.09557709520815812,0.0805811932789897,1.1860967965223514,2.2399997999999997,-0.38210858738126563,2.432474596994757e-09,-2.972316918076385,0,0,228
5BZQ J2327-1447,blazar,0.5903619045534468,-0.09603204007333267,-6.147551422448492,1.2680005999999988,-0.10047625029951485,0.4612412682968333,2.028937206023135,0,0,56
5BZQ J1955+1358,blazar,-0.039822018464785024,0.342799558092055,-0.11616706476060061,1.5360002000000001,-0.13387619252702976,0.0662749116685572,-4.995764714483229,0,0,189
5BZB J1811+4416,blazar,0.04944382825873591,-0.043520224795377135,-1.136111508872261,2.1879998,-0.4481975675082511,1.0232021713285236e-26,-5.446825163058049,0,0,513
5BZQ J2133+8239,blazar,0.0811539161714982,0.12370494548113557,0.6560280662657403,2.1789998000000015,-0.5227688807865136,7.458413997551761e-30,5.186656277010272,0,0,406
5BZQ J0952+3512,blazar,-0.016939164715324966,-0.238685977118092,0.07096841180135255,1.7810001000000018,-0.12747762183688194,0.07885171880114367,0.6465865879445586,0,0,191
5BZB J1736+2033,blazar,0.06845200275691368,0.054100101455344135,1.2652841846039058,2.1779995999999997,0.07061031929102983,0.22268347905416327,6.849775884691306,0,0,300
5BZB J0610-1847,blazar,0.016444544830352792,-0.0364125683319969,-0.4516172734759399,0.4440001999999996,-0.18986589616777766,0.017597116938793345,3.3329740337779583,0,0,156
5BZB J0515+1527,blazar,0.04658439444609109,-0.05050090758483324,-0.9224466781678516,0.6179999000000009,0.0028371153018782597,0.9657172157210429,-2.1392794456053412,0,0,232
5BZQ J1938-4657,blazar,0.058387389680668776,0.10974740277334127,0.5320161407487235,1.924999099999999,-0.3986737511999766,6.638077600122198e-08,-1.9949274999622169,0,0,171
5BZQ J0601-2736,blazar,0.2970912147957194,0.2500071486180722,1.1883308794884742,1.5340004,-0.544949357257516,9.339118565109546e-14,2.8353099410156055,0,0,160
5BZB J2156-0855,blazar,0.02482194777331794,0.06771869047599378,0.3665450055050503,1.0990000000000002,-0.0728478144825318,0.3165854444030319,0.39961871729609905,0,0,191
5BZQ J0549-5246,blazar,-0.09430592030121604,0.06336726012940432,-1.4882436152144007,2.3130006000000005,-0.39751132386381793,2.8769330504690514e-15,1.0959526023542787,0,0,365
5BZQ J0730-1141,blazar,-0.0522601008542958,-0.08233743429779243,0.6347064527816718,0.38300039999999846,-0.16472279176989135,0.061095495895185196,6.126259689831626,0,0,130
5BZG J0932+3630,blazar,-0.034101565303892335,0.08012622784445184,-0.42559803726307105,1.3050003000000014,-0.3116149628005887,8.414337555655998e-07,-0.696392399315538,0,0,240
5BZQ J2119-1106,blazar,-0.05807839808582271,0.09876032677030715,-0.5880741790263528,1.278000800000001,0.11307310957397305,0.3275166515613693,-0.4998622802765234,0,0,77
4FGL J1258.8-2219,blazar,0.03166302316507173,0.4069726104795108,0.0778013614423957,1.0719996000000016,-0.2608417074240309,0.24100616069006917,1.5135546659190984,0,0,22
5BZG J0754+4546,blazar,-0.04256217611089128,-0.02650123433205306,1.6060450459627318,1.3210002000000003,-0.24050634035406834,0.0011091481130228076,-3.773245582762495,0,0,181
5BZG J2319-0116,blazar,-0.025448249901133847,0.006327809318578237,-4.021652458208346,2.4900006999999995,-0.41391097268413435,1.1127387083654668e-09,-3.4995638937138946,0,0,200
5BZQ J2249+2107,blazar,-0.049573497022322784,-0.07097899822905263,0.6984248617083427,0.9790001000000004,-0.12224490262613369,0.0929149392271907,-2.7494644508151964,0,0,190
5BZQ J2141-3729,blazar,0.07333277993595012,-0.04894036426355999,-1.4984109954929827,2.605998999999999,-0.05369665673695683,0.5069555918480546,0.7999139962896649,0,0,155
5BZB J2307+1450,blazar,-0.06213633697608864,-0.04412032161325957,1.4083382601049463,1.5699995999999992,-0.05823380988865495,0.43106798511229466,4.428212239817796,0,0,185
