rank,source_id,canonical_id,source_id_normalized,canonical_id_normalized,score,status,n_points_results,baseline_days_results,baseline_years_results,band_coverage_results,delta_mag_results,raw_points_total,kept_points_total,fraction_rejected_total,kept_points_w1,kept_points_w2,season_bins_w1,season_bins_w2,has_pre_gap,has_post_gap,has_both_sides,systematics_verdict,blazar_match,known_clagn_match,stage_a_positive,gate_blazar_veto,gate_wise_qc_pass,gate_data_sufficient,gate_state_change_ratio_pass,gate_transient_spike_pass,state_change_ratio_value,transient_spike_flag,transient_max_nonpeak_ratio,transient_max_adjacency_ratio,transient_min_band_seasons,fp_mode_hint,final_label,decision_trace,coordinate_source,is_top_clagn_candidate,card_path,figure_path
45,AKN 120,AKN 120,AKN 120,AKN 120,0.566539,OK,253.000000,5100.004239,13.963051,"W1,W2",-0.334477,632,606,0.041139,316,290,23,21,True,True,True,PASS,True,False,True,False,True,True,True,True,46.578947,False,0.847507,0.847507,21,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/45_AKN_120.md,outputs/v2_rows/figures/AKN_120_wise.png
46,MR,MR,MR,MR,0.561052,OK,140.000000,5113.782925,14.000775,"W1,W2",-0.317438,594,594,0.000000,297,297,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,28.083333,False,0.930470,0.930470,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/46_MR.md,outputs/v2_rows/figures/MR_wise.png
47,SDSSJJ105325.40+302419.34,SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,SDSSJ105325.40+302419.34,0.557966,OK,255.000000,5098.362785,13.958557,"W1,W2",-0.588395,628,627,0.001592,314,313,23,23,True,True,True,PASS,False,True,True,True,True,True,True,True,13.222222,False,0.908226,0.807816,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/47_SDSSJ105325.40+302419.34.md,outputs/v2_rows/figures/SDSSJ105325.40+302419.34_wise.png
48,Mrk 205,Mrk 205,MRK 205,MRK 205,0.555662,OK,495.000000,5098.946247,13.960154,"W1,W2",0.155629,1198,1145,0.044240,599,546,22,20,True,True,True,PASS,True,False,True,False,True,True,True,True,35.333333,False,0.951754,0.951754,20,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/48_Mrk_205.md,outputs/v2_rows/figures/Mrk_205_wise.png
49,3C 371,3C 371,3C 371,3C 371,0.554356,OK,1333.000000,5115.064501,14.004283,"W1,W2",-0.024107,5982,5971,0.001839,2988,2983,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,26.973333,False,0.668222,0.668222,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/49_3C_371.md,outputs/v2_rows/figures/3C_371_wise.png
50,3532799579575168,3532799579575168,3532799579575168,3532799579575168,0.548013,OK,179.000000,5096.367789,13.953095,"W1,W2",0.175873,574,574,0.000000,287,287,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,4.480427,False,0.934286,0.647235,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/50_3532799579575168.md,outputs/v2_rows/figures/3532799579575168_wise.png
51,IIZw 136,IIZw 136,IIZW 136,IIZW 136,0.547307,OK,248.000000,5114.056558,14.001524,"W1,W2",0.124925,626,623,0.004792,312,311,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,51.647059,False,0.792956,0.792956,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/51_IIZw_136.md,outputs/v2_rows/figures/IIZw_136_wise.png
52,12441214586847872,12441214586847872,12441214586847872,12441214586847872,0.544854,OK,121.000000,5099.064694,13.960478,"W1,W2",0.284554,572,572,0.000000,286,286,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,5.012048,False,0.932356,0.437202,23,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/52_12441214586847872.md,outputs/v2_rows/figures/12441214586847872_wise.png
53,7866077983944448,7866077983944448,7866077983944448,7866077983944448,0.544410,OK,179.000000,5096.361167,13.953076,"W1,W2",-0.235107,574,573,0.001742,287,286,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,5.787879,False,0.895455,0.895455,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/53_7866077983944448.md,outputs/v2_rows/figures/7866077983944448_wise.png
54,IIIZw 2,IIIZw 2,IIIZW 2,IIIZW 2,0.533221,OK,180.000000,5116.754284,14.008910,"W1,W2",-0.299020,642,641,0.001558,320,321,24,24,False,True,False,CAUTION,True,False,True,False,True,True,True,True,40.080000,False,0.985612,0.985612,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/54_IIIZw_2.md,outputs/v2_rows/figures/IIIZw_2_wise.png
55,SDSSJJ120442.10+275411.8,SDSSJ120442.10+275411.8,SDSSJ120442.10+275411.8,SDSSJ120442.10+275411.8,0.532377,OK,74.000000,5097.739002,13.956849,"W1,W2",0.110911,654,654,0.000000,327,327,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,30.679245,False,0.996183,0.996183,24,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/55_SDSSJ120442.10+275411.8.md,outputs/v2_rows/figures/SDSSJ120442.10+275411.8_wise.png
56,4C 34.47,4C 34.47,4C 34.47,4C 34.47,0.529010,OK,415.000000,5117.290773,14.010379,"W1,W2",0.095811,1060,1059,0.000943,530,529,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,12.035714,False,0.920949,0.881423,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/56_4C_34.47.md,outputs/v2_rows/figures/4C_34.47_wise.png
57,SDSSJJ093812.27+074340.0,SDSSJ093812.27+074340.0,SDSSJ093812.27+074340.0,SDSSJ093812.27+074340.0,0.521703,OK,230.000000,5098.471390,13.958854,"W1,W2",0.126345,608,607,0.001645,304,303,23,23,True,True,True,PASS,False,False,True,True,True,True,True,True,22.269231,False,0.944162,0.847716,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/57_SDSSJ093812.27+074340.0.md,outputs/v2_rows/figures/SDSSJ093812.27+074340.0_wise.png
58,2000em,2000em,2000EM,2000EM,0.520629,OK,87.000000,5116.745244,14.008885,"W1,W2",-0.111563,612,612,0.000000,306,306,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,8.925926,False,0.877934,0.644068,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/58_2000em.md,outputs/v2_rows/figures/2000em_wise.png
59,TON 490,TON 490,TON 490,TON 490,0.520271,OK,176.000000,3274.668372,8.965553,"W1,W2",-0.094228,596,573,0.038591,275,298,21,23,True,True,True,PASS,True,False,True,False,True,True,True,True,7.750000,False,0.954751,0.954751,21,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/59_TON_490.md,outputs/v2_rows/figures/TON_490_wise.png
60,PG,PG,PG,PG,0.520014,OK,253.000000,5104.948665,13.976588,"W1,W2",-0.154036,964,963,0.001037,482,481,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,18.545455,False,0.872928,0.867403,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/60_PG.md,outputs/v2_rows/figures/PG_wise.png
61,1996ck,1996ck,1996CK,1996CK,0.518824,OK,63.000000,5103.785194,13.973402,"W1,W2",0.232777,302,302,0.000000,151,151,16,16,True,True,True,PASS,False,False,True,True,True,True,True,True,9.421053,False,0.974977,0.340130,16,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/61_1996ck.md,outputs/v2_rows/figures/1996ck_wise.png
62,000202.62+085628.4,000202.62+085628.4,000202.62+085628.4,000202.62+085628.4,0.518570,OK,214.000000,5114.032815,14.001459,"W1,W2",-0.238826,610,609,0.001639,304,305,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,12.067416,False,0.970588,0.904025,24,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/62_000202.62+085628.4.md,outputs/v2_rows/figures/000202.62+085628.4_wise.png
63,1998dx,1998dx,1998DX,1998DX,0.514583,OK,152.000000,4915.033570,13.456629,"W1,W2",-0.354340,364,363,0.002747,181,182,22,22,True,True,True,PASS,False,False,True,True,True,True,True,True,4.304487,False,0.948298,0.648172,22,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/63_1998dx.md,outputs/v2_rows/figures/1998dx_wise.png
64,6258695063604736,6258695063604736,6258695063604736,6258695063604736,0.513650,OK,195.000000,5096.463674,13.953357,"W1,W2",0.248853,596,596,0.000000,298,298,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,4.959016,False,0.844660,0.844660,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/64_6258695063604736.md,outputs/v2_rows/figures/6258695063604736_wise.png
65,Mrk 1383,Mrk 1383,MRK 1383,MRK 1383,0.510999,OK,207.000000,5274.889562,14.441861,"W1,W2",-0.139215,640,639,0.001563,320,319,25,25,True,True,True,PASS,True,False,True,False,True,True,True,True,42.800000,False,0.936897,0.936897,25,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/65_Mrk_1383.md,outputs/v2_rows/figures/Mrk_1383_wise.png
66,Mrk 180,Mrk 180,MRK 180,MRK 180,0.510912,OK,367.000000,5099.872759,13.962691,"W1,W2",-0.149836,1048,1048,0.000000,524,524,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,28.594595,False,0.924851,0.791631,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/66_Mrk_180.md,outputs/v2_rows/figures/Mrk_180_wise.png
67,3C 273,3C 273,3C 273,3C 273,0.510503,OK,233.000000,5095.679096,13.951209,"W1,W2",-0.184302,628,616,0.019108,311,305,24,24,False,True,False,CAUTION,True,False,True,False,True,True,True,True,23.209302,False,0.878661,0.778243,24,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/67_3C_273.md,outputs/v2_rows/figures/3C_273_wise.png
68,1984L,1984L,1984L,1984L,0.508416,OK,188.000000,5304.875410,14.523957,"W1,W2",-0.013786,576,576,0.000000,288,288,25,25,True,True,True,PASS,False,False,True,True,True,True,True,True,3.726562,False,0.954545,0.183983,25,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/68_1984L.md,outputs/v2_rows/figures/1984L_wise.png
69,Mrk 734,Mrk 734,MRK 734,MRK 734,0.506189,OK,223.000000,5095.446522,13.950572,"W1,W2",0.181304,606,604,0.003300,303,301,23,23,False,True,False,CAUTION,True,False,True,False,True,True,True,True,27.000000,False,0.984496,0.891473,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/69_Mrk_734.md,outputs/v2_rows/figures/Mrk_734_wise.png
70,SDSSJJ105058.42+241351.18,SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,SDSSJ105058.42+241351.18,0.495477,OK,240.000000,5098.042151,13.957679,"W1,W2",-0.136333,658,651,0.010638,329,322,23,23,True,True,True,PASS,False,True,True,True,True,True,True,True,8.621849,False,0.997251,0.940520,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/70_SDSSJ105058.42+241351.18.md,outputs/v2_rows/figures/SDSSJ105058.42+241351.18_wise.png
71,Mrk 501,Mrk 501,MRK 501,MRK 501,0.490638,OK,397.000000,5114.527895,14.002814,"W1,W2",0.025519,1152,1150,0.001736,575,575,23,23,True,True,True,PASS,True,False,True,False,True,True,True,True,29.846154,False,0.795918,0.795918,23,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/71_Mrk_501.md,outputs/v2_rows/figures/Mrk_501_wise.png
72,IIZw 1,IIZw 1,IIZW 1,IIZW 1,0.486633,OK,202.000000,5299.313003,14.508728,"W1,W2",-0.096169,626,626,0.000000,313,313,17,17,True,True,True,PASS,True,False,True,False,True,True,True,True,14.000000,False,0.815078,0.815078,17,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/72_IIZw_1.md,outputs/v2_rows/figures/IIZw_1_wise.png
73,3C 351,3C 351,3C 351,3C 351,0.481994,OK,744.000000,5277.740527,14.449666,"W1,W2",0.041739,2002,2000,0.000999,1001,999,25,25,True,True,True,PASS,True,False,True,False,True,True,True,True,10.000000,False,0.861592,0.737024,25,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/73_3C_351.md,outputs/v2_rows/figures/3C_351_wise.png
74,8797952743613440,8797952743613440,8797952743613440,8797952743613440,0.472561,OK,203.000000,5096.543133,13.953575,"W1,W2",-0.013971,688,626,0.090116,313,313,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,3.287671,False,0.944444,0.709091,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/74_8797952743613440.md,outputs/v2_rows/figures/8797952743613440_wise.png
75,7451665179765376,7451665179765376,7451665179765376,7451665179765376,0.470947,OK,224.000000,5096.241979,13.952750,"W1,W2",0.182326,598,598,0.000000,299,299,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,4.506173,False,0.863861,0.675743,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/75_7451665179765376.md,outputs/v2_rows/figures/7451665179765376_wise.png
76,SDSSJJ114408.90+424357.5,SDSSJ114408.90+424357.5,SDSSJ114408.90+424357.5,SDSSJ114408.90+424357.5,0.469542,OK,212.000000,5098.246788,13.958239,"W1,W2",-0.180583,702,702,0.000000,351,351,22,22,True,True,True,PASS,False,False,True,True,True,True,True,True,4.961832,False,0.934524,0.880952,22,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/76_SDSSJ114408.90+424357.5.md,outputs/v2_rows/figures/SDSSJ114408.90+424357.5_wise.png
77,SDSSJJ230614.18-010024.45,SDSSJ230614.18-010024.45,SDSSJ230614.18-010024.45,SDSSJ230614.18-010024.45,0.468945,OK,217.000000,4909.935242,13.442670,"W1,W2",-0.135424,566,565,0.001767,282,283,22,22,False,True,False,CAUTION,False,False,True,True,True,True,True,True,6.536585,False,0.917960,0.917960,22,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/77_SDSSJ230614.18-010024.45.md,outputs/v2_rows/figures/SDSSJ230614.18-010024.45_wise.png
78,000017.38-085123.7,000017.38-085123.7,000017.38-085123.7,000017.38-085123.7,0.467673,OK,165.000000,5114.021345,14.001427,"W1,W2",0.156947,610,600,0.016393,305,295,23,23,False,True,False,CAUTION,False,False,True,True,True,True,True,True,5.672414,False,0.920746,0.920746,23,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/78_000017.38-085123.7.md,outputs/v2_rows/figures/000017.38-085123.7_wise.png
79,SDSSJJ222132.41-010928.70,SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,SDSSJ222132.41-010928.70,0.461859,OK,172.000000,5113.949095,14.001230,"W1,W2",-0.181015,572,570,0.003497,286,284,23,23,False,True,False,CAUTION,False,False,True,True,True,True,True,True,9.000000,False,0.963600,0.853170,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/79_SDSSJ222132.41-010928.70.md,outputs/v2_rows/figures/SDSSJ222132.41-010928.70_wise.png
80,PKS,PKS,PKS,PKS,0.456678,OK,181.000000,5272.616948,14.435638,"W1,W2",-0.068739,628,627,0.001592,314,313,16,16,True,True,True,PASS,True,False,True,False,True,True,True,True,13.375000,False,0.903361,0.848739,16,unknown,Known blazar,stage_a_positive=pass;gate_blazar_veto=fail;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/80_PKS.md,outputs/v2_rows/figures/PKS_wise.png
81,SDSSJ161407.07+513354.5,SDSSJ161407.07+513354.5,SDSSJ161407.07+513354.5,SDSSJ161407.07+513354.5,0.449402,OK,616.000000,5275.917305,14.444674,"W1,W2",-0.097331,1796,1794,0.001114,898,896,25,25,True,True,True,PASS,False,False,True,True,True,True,True,True,3.549133,False,0.983629,0.425764,25,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/81_SDSSJ161407.07+513354.5.md,outputs/v2_rows/figures/SDSSJ161407.07+513354.5_wise.png
82,SDSSJ160111.26+474509.6,SDSSJ160111.26+474509.6,SDSSJ160111.26+474509.6,SDSSJ160111.26+474509.6,0.439375,OK,411.000000,5275.901769,14.444632,"W1,W2",0.196369,1470,1469,0.000680,735,734,25,25,True,True,True,PASS,False,True,True,True,True,True,True,True,6.091667,False,0.971480,0.926014,25,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/82_SDSSJ160111.26+474509.6.md,outputs/v2_rows/figures/SDSSJ160111.26+474509.6_wise.png
83,1999do,1999do,1999DO,1999DO,0.435089,OK,278.000000,5114.329635,14.002271,"W1,W2",-0.078997,708,707,0.001412,354,353,24,24,False,True,False,CAUTION,False,False,True,True,True,True,True,True,8.685714,False,0.915966,0.635762,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/83_1999do.md,outputs/v2_rows/figures/1999do_wise.png
84,000033.71+102012.0,000033.71+102012.0,000033.71+102012.0,000033.71+102012.0,0.434742,OK,26.000000,3285.940494,8.996415,"W1,W2",0.167127,148,148,0.000000,74,74,22,22,False,True,False,CAUTION,False,False,True,True,True,True,True,True,8.514563,False,0.953229,0.479495,22,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/84_000033.71+102012.0.md,outputs/v2_rows/figures/000033.71+102012.0_wise.png
85,5190760035117568,5190760035117568,5190760035117568,5190760035117568,0.434455,OK,220.000000,5096.579552,13.953674,"W1,W2",0.136411,608,606,0.003289,304,302,24,24,True,True,True,PASS,False,False,True,True,True,True,True,True,2.868805,False,0.965079,0.937063,24,unknown,Rejected,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/85_5190760035117568.md,outputs/v2_rows/figures/5190760035117568_wise.png
86,SDSSJJ081319.34+460849.5,SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,SDSSJ081319.34+460849.5,0.434335,OK,267.000000,5098.817255,13.959801,"W1,W2",0.103383,636,635,0.001572,318,317,22,22,True,True,True,PASS,False,False,True,True,True,True,True,True,22.675000,False,0.986813,0.712662,22,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/86_SDSSJ081319.34+460849.5.md,outputs/v2_rows/figures/SDSSJ081319.34+460849.5_wise.png
87,SDSSJ074511.98+380911.3,SDSSJ074511.98+380911.3,SDSSJ074511.98+380911.3,SDSSJ074511.98+380911.3,0.433530,OK,210.000000,5098.463000,13.958831,"W1,W2",-0.039938,582,582,0.000000,291,291,22,22,True,True,True,PASS,False,True,True,True,True,True,True,True,10.519481,False,0.953358,0.953358,22,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/87_SDSSJ074511.98+380911.3.md,outputs/v2_rows/figures/SDSSJ074511.98+380911.3_wise.png
88,SDSSJ153734.06+461358.9,SDSSJ153734.06+461358.9,SDSSJ153734.06+461358.9,SDSSJ153734.06+461358.9,0.432652,OK,417.000000,5274.670733,14.441261,"W1,W2",-0.018659,1320,1319,0.000758,660,659,18,18,True,True,True,PASS,False,True,True,True,True,True,True,True,3.366025,False,0.814679,0.814679,18,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/88_SDSSJ153734.06+461358.9.md,outputs/v2_rows/figures/SDSSJ153734.06+461358.9_wise.png
89,000002.46+214939.3,000002.46+214939.3,000002.46+214939.3,000002.46+214939.3,0.430223,OK,80.000000,5116.362469,14.007837,"W1,W2",0.265491,300,300,0.000000,150,150,21,21,False,True,False,CAUTION,False,False,True,True,True,True,True,True,6.218130,False,0.584270,0.171348,21,normal_agn_like,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/89_000002.46+214939.3.md,outputs/v2_rows/figures/000002.46+214939.3_wise.png
90,SDSSJ210200.42+000501.8,SDSSJ210200.42+000501.8,SDSSJ210200.42+000501.8,SDSSJ210200.42+000501.8,0.427861,OK,212.000000,5114.256074,14.002070,"W1,W2",0.158829,608,605,0.004934,301,304,23,23,True,True,True,PASS,False,True,True,True,True,True,True,True,9.548673,False,0.949478,0.733114,23,unknown,Known AGN,stage_a_positive=pass;gate_blazar_veto=pass;gate_wise_qc_pass=pass;gate_data_sufficient=pass;gate_state_change_ratio_pass=pass;gate_transient_spike_pass=pass,benchmark_master,False,outputs/v2_rows/cards/90_SDSSJ210200.42+000501.8.md,outputs/v2_rows/figures/SDSSJ210200.42+000501.8_wise.png
